Age,EstimatedSalary,Purchased
71,78961,1
68,102301,0
59,124567,1
30,38399,0
40,123345,1
25,111941,0
32,51879,1
25,137708,0
51,134801,0
24,57242,0
37,60099,0
28,68712,0
55,98990,1
57,147930,0
36,57393,1
74,100745,0
37,97060,1
72,56887,1
73,134291,0
25,133773,0
65,125808,1
42,79852,1
31,99100,0
31,82033,1
36,113510,1
33,114213,1
61,100091,0
43,107321,1
70,98644,0
66,31171,1
79,104351,1
22,31052,0
52,119388,1
27,96924,1
28,69256,0
58,56020,1
35,147766,1
44,73031,1
43,47251,1
55,119164,0
35,109601,1
18,33198,1
60,85771,0
40,75571,0
46,74523,1
50,127159,1
69,128192,0
50,77829,1
62,142744,0
66,116783,1
23,62160,0
58,148823,1
56,46944,1
57,110614,0
42,41120,0
33,43493,0
67,116294,1
19,124374,0
19,76606,0
55,130701,0
65,39882,0
47,45470,1
73,143504,0
65,88022,0
52,50136,0
61,70236,1
75,32956,0
52,99961,1
24,101706,1
50,135060,1
21,106310,1
26,96185,0
21,94880,0
66,33158,0
37,57307,1
51,116979,0
64,138194,1
40,70721,0
78,131410,1
32,41018,1
59,120747,0
44,92652,1
18,94502,1
80,84172,1
53,81166,1
54,37630,1
76,65112,0
50,44174,1
32,115508,1
38,48045,1
61,62549,0
61,84654,1
66,127568,0
70,88614,1
49,60458,0
39,100883,0
35,122609,0
24,123902,0
61,120740,0
78,137548,1
68,65712,1
31,146825,0
69,86978,1
79,83709,1
28,101811,1
19,73781,0
31,118053,1
77,118086,0
31,124378,0
75,35846,0
59,49356,1
63,130799,0
77,124415,1
20,70786,0
67,139951,0
53,36532,1
45,118589,0
44,84189,1
78,108557,1
19,89800,1
79,138724,0
25,58780,0
27,61238,1
41,39478,1
40,96706,1
60,112495,1
45,124267,0
32,82360,0
23,137710,1
56,137900,1
33,111016,1
54,113221,0
32,122671,0
41,73415,0
53,112338,0
46,40534,1
64,137731,0
56,75338,1
56,51254,0
58,87464,0
54,38087,0
53,90759,0
48,123646,1
34,83969,1
67,56608,1
64,43979,1
33,127062,1
57,112485,1
42,143889,1
32,137915,0
38,31558,0
22,46882,0
54,39245,1
35,48999,1
20,70258,0
69,130780,0
40,101862,1
71,140031,0
64,88133,1
39,32277,0
68,48137,0
64,101844,1
43,112759,1
80,51545,1
74,44060,0
20,131139,1
39,40667,1
77,148787,1
61,121993,0
47,109739,1
28,71332,0
54,106208,1
25,44389,0
30,50125,1
75,96545,0
48,81734,0
50,98058,0
31,47175,0
51,109083,1
49,65835,1
28,143630,1
41,90058,0
18,130140,0
33,101050,1
67,142146,1
21,58601,1
38,96330,1
35,149779,1
74,114026,1
30,136446,0
80,100643,1
58,134765,0
41,68440,1
46,91498,0
80,116116,0
62,38848,1
45,35653,0
26,100416,1
48,34077,1
77,143550,0
31,85279,0
72,35944,0
21,149693,0
26,54457,0
58,145720,0
69,49970,0
49,83444,0
60,68995,0
32,145616,1
23,75518,0
22,128160,1
59,136864,0
46,97061,1
76,93841,1
25,92585,0
36,134508,1
69,49215,1
25,138817,1
33,112476,1
25,69353,1
21,96751,0
59,147476,0
24,39071,1
28,59003,1
41,117034,1
73,108658,1
78,123507,0
42,93686,1
71,33949,1
56,118371,0
23,105196,1
57,113666,1
20,35352,1
73,63523,0
73,67869,1
30,143045,1
41,137060,1
52,45705,1
48,123282,0
69,75247,0
67,30707,0
19,129793,0
73,32435,1
80,145511,1
29,36964,0
54,128107,1
33,48205,0
45,66894,1
50,122613,1
54,124683,1
49,36059,1
41,137356,0
56,66905,1
64,50720,1
68,42945,1
42,71869,1
75,110266,0
34,103094,0
30,141020,0
77,81147,1
70,31394,1
50,118755,0
72,137167,0
64,46208,0
52,129071,1
57,113591,0
38,59094,1
61,97707,0
66,65872,1
45,64463,1
28,67205,0
55,31355,1
26,116468,1
35,116835,0
49,108809,1
50,49815,0
47,77216,0
72,135530,1
61,43337,0
31,98656,0
40,45926,0
36,116759,0
33,34225,1
38,136757,1
24,30629,0
75,67828,0
30,148032,1
63,103688,0
45,103934,1
38,105638,1
65,141559,0
48,148728,1
42,97103,1
71,105074,0
73,134364,0
21,135077,0
19,53537,1
40,126344,0
50,103514,0
77,78397,0
63,123654,0
53,145075,1
52,77007,1
67,131030,0
28,106904,0
28,45001,1
73,144480,1
50,68730,1
67,85859,0
73,84941,1
44,146767,1
73,123969,0
71,107606,0
46,68032,1
69,90837,0
26,62824,1
25,38993,0
43,107360,1
25,35711,1
33,35660,0
58,106551,1
18,109713,0
46,87283,1
77,36477,0
53,54207,1
67,58629,1
57,140614,1
66,65593,0
80,128407,0
46,146740,1
76,104605,0
47,104381,1
42,32151,1
49,87805,0
47,63284,1
59,57658,0
27,72758,1
55,44335,0
22,114103,0
30,106562,1
23,44040,0
80,92611,1
51,140301,1
48,78680,1
47,55388,1
50,31016,1
22,114996,1
77,94618,0
26,126672,0
20,118686,0
61,102046,0
42,47026,0
18,141086,1
72,65761,1
60,45249,1
54,51780,0
72,126690,1
30,45620,1
35,87166,0
59,124201,0
23,39953,0
18,41567,1
67,59856,0
53,120335,1
65,70665,1
56,82938,1
52,98853,1
51,92982,0
80,82282,1
31,43532,0
48,52857,1
43,74240,1
70,79506,1
80,86440,0
74,141127,1
35,87977,0
54,106920,0
78,51216,1
28,45978,0
32,63584,0
53,112289,1
19,111957,0
39,141114,0
55,144752,0
54,141422,0
28,70055,1
35,39179,0
26,82680,0
76,86459,0
47,95758,0
30,55511,0
23,113378,1
45,132012,0
51,48292,1
21,80377,0
25,59689,0
28,128546,1
51,69160,0
63,44549,0
32,81120,0
78,143473,0
38,105670,1
52,88826,0
59,119244,1
50,76266,1
63,116700,0
63,105973,0
42,133871,0
23,147457,1
68,111008,0
73,49744,0
55,80894,1
50,49973,0
51,117150,1
22,72667,0
35,38805,1
19,72953,1
32,116491,1
46,68659,0
46,59476,0
52,40363,1
58,59631,0
34,131067,1
49,39995,0
45,112819,1
27,145794,1
48,47301,1
52,88986,0
42,44043,0
26,45396,1
44,132899,1
27,111268,0
50,142916,1
48,106108,1
77,113896,1
56,77260,1
58,56916,0
32,52889,0
54,121133,0
23,79751,0
22,149644,0
73,117513,0
19,36932,0
33,120258,0
25,90481,0
66,136735,1
35,106488,0
73,72424,1
33,110724,1
30,93134,0
40,65128,0
20,137517,1
72,108328,0
25,142159,1
44,106070,1
38,140815,0
48,107777,0
23,58455,1
73,107390,0
30,94093,1
45,86146,0
70,132571,1
66,110995,0
79,148033,1
43,73803,1
72,145914,0
78,145482,1
68,47953,0
75,117867,0
20,39463,1
75,139495,1
46,131495,1
35,36533,0
69,73334,0
19,100829,1
46,94648,1
22,120067,0
55,103716,0
39,101716,0
52,45132,1
53,105829,1
25,67872,1
36,113509,1
56,122363,0
35,33128,0
52,50476,0
45,146864,1
40,92913,1
33,36135,0
54,57699,1
49,145926,1
18,51142,1
20,98360,1
34,100266,1
55,57293,1
57,90531,1
52,53756,1
29,98846,0
57,132821,0
79,110341,1
62,45238,0
61,44847,1
79,89302,0
18,68170,1
61,46140,1
42,70317,1
37,45382,0
58,106372,0
57,122469,1
65,63518,1
23,137952,0
41,86228,0
80,96102,0
74,113564,0
39,48455,0
39,144494,1
69,138889,0
62,123991,0
80,42706,0
32,60256,0
55,127258,1
52,49868,0
28,123864,0
47,108895,1
38,88380,0
31,104734,1
72,125296,0
60,64441,1
24,123851,0
50,125402,0
36,123569,1
18,82407,1
69,35149,0
52,103343,0
40,133026,0
25,43375,0
72,61039,1
28,45235,0
48,36063,1
40,134330,0
38,89194,0
24,38072,0
47,86455,1
53,98512,1
67,99340,1
70,90150,0
33,77458,1
65,122252,1
68,144126,0
79,40110,0
25,140072,1
48,126600,1
26,87741,1
56,37876,1
52,64646,1
25,82753,0
28,139772,0
34,50580,0
39,133001,1
65,42227,1
43,104289,1
59,84671,0
69,74439,0
51,30397,1
74,110843,1
23,147345,0
30,46340,0
59,57610,0
55,111519,1
53,92612,0
24,111950,1
22,80763,1
49,122854,0
26,75699,1
69,142772,1
27,34087,0
67,76545,0
20,111202,1
57,147358,1
58,95352,1
80,69692,0
46,119948,0
70,68571,0
40,143249,0
47,71349,1
42,144661,0
25,43630,0
66,58257,1
58,113948,0
55,40098,0
31,139469,1
67,72629,1
73,130125,1
61,121418,1
66,83618,1
20,30397,1
80,82837,0
32,143888,0
61,133490,0
63,51715,0
73,51195,0
43,47396,1
52,60554,0
74,99919,0
75,70214,0
27,49137,0
22,101038,1
79,65926,0
60,75962,0
55,56183,0
60,115670,0
25,41023,0
51,81342,1
68,103772,1
70,145586,0
18,53541,1
37,60844,1
60,39642,1
29,127119,0
29,136341,1
51,62048,0
32,72710,0
40,76412,1
76,104080,0
57,63058,1
68,45849,0
42,50414,0
51,118760,0
25,108920,0
75,30807,0
44,69082,1
48,62668,1
36,131682,1
20,42134,1
69,128257,1
71,47499,0
78,53668,0
38,132820,0
73,118965,1
45,66214,1
66,134716,0
32,57830,0
57,73168,0
57,85232,1
56,89506,0
37,50382,0
42,55928,1
29,36736,1
41,37735,0
61,71355,0
50,127908,1
41,138142,0
18,95009,1
25,128282,1
30,94046,0
37,142506,1
51,140144,1
65,65339,1
79,134131,0
57,145012,0
61,132352,0
74,118348,1
49,135967,1
65,72452,0
61,132904,0
44,82991,0
74,34021,0
68,63966,1
80,126632,1
30,31009,1
78,36650,1
26,35260,0
54,75572,0
73,60114,0
25,101219,1
46,114694,1
27,107849,0
36,139175,0
28,77797,0
75,65015,1
29,63131,1
42,73910,0
47,67751,1
46,73809,1
21,96080,0
23,106785,1
48,67107,1
27,126333,1
50,129362,1
77,109221,1
21,141678,0
37,54872,1
18,104701,0
21,96834,0
64,76461,1
58,67255,1
27,96531,0
35,99508,1
48,104841,1
60,106519,0
63,101606,1
79,47666,1
63,63891,0
26,144346,1
47,82427,0
66,110878,0
48,53547,1
52,85019,0
80,44735,0
60,87836,1
23,30951,0
66,111957,1
54,139845,1
51,99987,0
31,30441,1
37,69242,0
54,58087,0
72,134035,0
53,89846,1
48,70117,0
33,44275,0
38,128440,1
76,79542,0
18,78717,0
23,138067,0
53,133270,1
68,59404,0
65,42304,1
70,120701,1
40,113516,1
62,111627,0
80,113770,0
42,97842,0
57,143957,0
37,92392,1
34,39322,0
36,82062,1
41,127428,1
18,85833,0
66,127967,0
51,76790,1
59,78741,0
55,69537,0
70,80758,0
32,34744,1
39,87049,0
22,54325,0
27,128505,0
77,85404,0
64,76219,1
29,121574,0
24,110591,0
48,87811,1
47,124843,0
23,36081,1
38,47654,0
25,76883,0
61,113795,1
29,100913,1
58,106338,0
50,139711,0
27,93732,0
38,36437,1
62,149600,1
19,35344,0
52,41801,0
76,53710,1
79,99866,0
68,60431,0
63,116477,1
56,131603,1
64,111268,0
23,100893,1
32,134924,0
19,127140,0
25,120069,1
56,128686,0
32,128102,1
54,141456,0
27,55057,1
41,45104,0
53,137463,0
19,147862,1
61,123171,0
26,98795,1
23,90541,1
48,78842,0
77,82011,1
29,125474,1
80,109658,0
19,126092,0
42,86544,0
34,55734,0
47,85753,1
75,106510,0
42,62787,1
24,89353,0
39,113538,1
24,140801,0
53,64394,0
51,53541,0
33,56440,1
24,118830,0
53,54046,0
74,124422,1
21,49683,0
22,91566,0
43,141957,1
23,95915,1
18,54991,0
29,124251,0
50,87791,1
63,59380,0
56,109682,1
33,119661,1
70,39307,1
60,113763,1
38,58341,0
54,72585,0
25,38407,0
56,35963,1
80,112952,0
19,135279,1
60,57590,1
38,45875,1
35,119641,1
38,145734,0
78,66703,0
65,74278,1
36,145761,0
19,118825,0
63,78937,0
35,92608,1
51,53552,0
79,56250,1
80,56662,0
28,40595,0
68,30629,0
59,44882,0
47,75492,1
57,83166,0
80,52749,0
30,60185,0
24,134203,0
53,139910,1
31,72627,0
44,32813,1
20,56157,0
28,79552,0
66,107919,0
73,135138,1
73,64331,1
47,114879,1
25,111259,0
32,73610,0
33,138199,1
51,45366,0
46,81015,0
21,74002,0
19,129851,1
63,98469,0
80,70173,0
22,86351,0
71,107713,0
59,102745,0
80,137402,0
62,44402,0
31,60552,1
19,90152,1
31,149854,1
35,52764,0
42,41008,1
62,58115,0
31,56025,1
45,40365,1
75,130312,1
74,147663,1
71,77316,0
65,39545,1
52,108667,1
45,78616,0
38,69532,0
50,148573,0
73,31970,1
73,58680,0
51,73242,0
62,64297,0
71,49010,1
75,32485,0
59,36194,1
79,54589,0
29,127292,0
31,73874,1
45,65172,0
75,135457,0
23,131707,1
32,75886,0
35,54030,1
79,107072,1
36,100032,0
44,83654,1
66,104028,0
47,51235,1
66,65897,0
53,103836,0
64,132989,1
21,135228,0
73,82758,1
50,60733,1
49,79390,1
31,129524,0
24,127454,0
72,117878,0
42,147410,0
28,117341,1
24,87560,0
64,64638,1
39,126281,1
21,107667,0
80,118829,0
24,142151,1
22,51615,0
59,87031,0
21,103921,1
75,148636,1
39,119764,1
22,124096,1
42,141060,0
77,31056,0
60,149597,0
24,82296,1
25,128400,1
69,30498,1
20,55952,1
57,127849,0
36,142798,1
22,83048,0
78,41952,0
44,139956,1
23,91398,1
34,119644,0
42,106360,0
45,72208,0
59,53113,1
68,136730,0
66,135877,1
52,92304,0
63,146335,0
58,142901,1
68,87227,0
43,109374,1
31,144812,1
19,90183,1
58,81046,0
36,113278,1
30,49761,0
20,114792,1
69,34121,0
61,37038,1
43,65085,1
73,139064,1
60,54585,0
26,77820,1
66,48927,1
30,137925,0
23,38289,1
47,114734,1
51,44512,0
77,47267,0
54,46190,1
58,110086,0
20,141597,0
38,66552,1
34,146024,1
61,124549,1
45,71681,0
20,35632,0
45,87206,1
18,124277,1
47,103177,0
42,32020,0
51,52227,1
41,61455,1
23,40024,0
29,138423,1
38,94269,1
64,114232,0
71,85290,1
65,117171,0
63,105312,1
77,136679,1
49,49594,0
45,35332,1
52,113987,1
72,88693,1
29,46967,1
26,134960,1
79,135684,0
27,147664,1
27,131772,1
20,144279,1
53,84755,0
57,38281,1
58,137723,1
49,71675,1
37,129203,1
59,57109,1
65,137009,0
52,46123,0
29,120968,1
37,146431,1
65,49138,1
50,64012,0
56,113385,0
24,38703,1
70,98388,0
45,55369,1
80,48465,0
71,101145,1
31,42171,1
50,133619,0
65,96658,0
64,136005,0
69,145383,1
47,45283,0
74,92384,0
53,104653,1
40,146008,0
41,148448,0
63,63349,0
46,71311,0
61,92598,1
43,112606,1
31,73897,1
51,128604,0
27,127775,0
53,149229,0
70,37157,0
64,42011,0
37,85627,0
76,104182,0
59,99157,1
41,132250,1
69,44473,0
28,139549,1
22,136686,0
50,36989,1
64,127322,0
55,116047,1
50,70709,1
46,102582,0
52,32273,1
73,136143,1
20,138484,0
43,39425,0
41,84661,0
44,127805,0
54,47817,1
69,115997,1
77,80446,1
67,122802,1
57,55727,0
20,141525,1
52,122781,1
56,41053,0
76,122831,0
64,58251,1
29,65748,1
55,39763,1
50,56693,0
39,131674,0
57,110925,1
23,118954,1
64,85532,1
71,35910,1
79,127068,1
54,49427,0
30,112562,0
73,50647,0
64,127258,0
24,138802,1
55,92205,0
36,119927,0
36,102700,0
51,34805,0
29,136031,0
78,117593,0
63,57293,0
36,81497,0
28,32724,1
38,147320,1
79,54913,1
33,121652,0
74,61735,1
47,40851,1
31,41536,1
68,133065,0
36,54157,0
68,33531,0
46,111440,1
62,146696,0
47,36849,1
47,121716,0
38,60384,0
59,49080,0
22,106423,1
18,47890,1
75,52231,1
38,82925,1
24,84414,0
28,104176,0
51,139865,0
23,42375,0
47,44943,1
27,131206,0
31,122745,0
72,111102,0
53,100927,0
37,59709,0
72,148072,0
35,58217,0
20,36783,1
19,31781,0
73,94643,1
69,85258,0
18,104685,1
43,144001,1
26,118180,1
40,52440,0
22,68729,0
79,148367,0
53,47748,0
32,104521,1
26,42663,1
23,44388,0
37,122057,0
65,105480,1
47,126966,0
78,41164,1
53,133319,1
28,92282,1
21,49465,0
34,124053,0
40,109726,1
61,50374,1
63,135553,1
57,124683,1
71,62772,1
75,143017,1
43,131542,1
21,32479,0
80,45976,0
31,104268,0
19,48171,0
53,46703,1
52,38336,0
26,88012,1
64,80799,1
46,54272,0
22,76493,0
46,101934,0
42,42304,0
52,106346,1
52,60289,0
38,140276,0
39,61736,0
54,71674,0
19,117073,1
30,81557,1
18,123996,1
28,63204,1
19,75106,1
42,75718,0
40,118296,0
22,129222,0
63,47654,1
72,31011,0
27,110753,1
49,41133,1
71,138510,1
75,103711,1
69,94065,1
60,99098,1
53,41768,0
34,73479,0
66,110211,0
56,146282,1
36,129275,1
54,137591,0
30,145628,1
48,44543,1
26,37367,0
75,121765,0
75,83100,1
64,114276,0
41,57222,0
50,118837,1
54,88911,1
39,104808,0
75,36306,1
55,84642,0
61,149903,0
73,138854,1
35,62931,0
23,34597,1
64,47795,1
40,94159,1
39,72989,1
41,94869,0
29,145456,0
32,116263,1
58,99950,0
77,116384,0
20,91879,1
19,57434,1
50,38251,1
66,107095,1
75,54416,1
56,110380,1
64,147579,0
43,30062,0
36,89442,0
55,130057,1
73,120311,1
78,99528,0
38,121335,1
73,36883,0
44,37630,0
59,115337,1
30,111272,1
74,132647,0
21,109316,1
75,105067,0
73,88026,1
41,38054,0
78,104921,1
80,87167,1
53,106967,1
72,54246,1
73,37700,1
54,79290,1
32,119459,1
29,136895,1
41,39972,1
56,124494,1
43,108697,1
45,80349,1
43,104312,0
32,110826,0
37,67652,1
75,80143,1
77,134425,0
66,96558,0
43,39296,1
65,45878,0
47,102220,0
61,115969,1
53,73772,0
26,130000,0
19,52607,1
69,130948,1
53,57549,1
53,102600,0
61,91076,1
75,145769,0
31,130611,1
42,36536,1
70,89569,0
33,143023,0
58,136213,0
65,107202,1
19,139961,1
75,147898,1
47,147123,1
76,91873,0
38,34061,1
50,130917,0
80,82747,0
31,33549,0
22,103461,0
54,104178,1
74,149755,1
32,44154,0
69,88185,1
35,101139,0
60,101232,0
36,80373,0
66,120618,1
41,51888,1
56,61856,0
24,135041,0
30,88579,1
70,51867,1
57,89082,1
20,38408,1
39,51230,0
72,65101,1
67,91978,1
32,143432,1
20,37201,0
23,116253,0
25,75916,0
66,53518,0
69,138331,1
72,113824,1
80,141873,0
80,95328,1
19,104154,0
71,49124,0
30,36398,0
46,62473,1
19,59596,1
51,56619,0
61,117607,1
30,124597,0
44,39471,1
19,140957,0
71,44938,0
60,116978,0
29,87613,0
40,78068,1
60,114012,1
48,63474,1
63,45634,1
79,96874,0
39,140690,0
35,146854,0
28,109391,1
63,125022,0
75,131264,1
74,100303,1
43,97014,1
22,65826,1
60,53695,0
30,113027,0
73,129214,0
46,44270,1
28,52323,1
30,107062,0
30,122432,1
27,106337,0
28,105603,1
44,104995,0
72,143490,1
24,65425,0
67,96936,0
50,87631,0
48,91340,1
23,59323,0
23,101261,1
64,92606,1
24,47037,0
61,42881,1
18,31245,1
55,144796,1
27,33175,0
45,79495,0
37,127675,0
54,144973,0
65,109339,1
71,100063,0
26,88151,1
68,98048,1
52,147309,1
36,109794,0
71,136487,0
73,34516,1
75,91985,1
79,146494,1
39,88977,1
58,148723,0
27,119914,0
23,134716,1
50,48374,1
19,85405,0
55,147942,1
64,31012,1
20,78740,1
74,83699,0
60,135968,1
70,48445,0
79,97823,0
31,46168,0
53,72997,1
57,136544,0
50,140971,0
34,142040,0
74,138295,1
52,75329,0
77,58386,0
37,94093,1
25,50358,1
63,68358,0
46,33122,1
44,30967,1
64,100481,1
80,73423,0
70,116528,0
20,46334,0
47,127942,0
70,99145,1
66,122989,1
76,119987,1
56,136284,0
50,97928,1
19,76933,1
64,30358,0
78,137084,0
24,61969,1
71,104191,0
73,52379,1
71,31501,0
56,48396,1
42,53761,1
79,124290,0
52,68838,1
59,104533,1
47,146571,0
23,39761,0
30,71247,0
51,144953,0
62,95817,0
61,36088,0
51,129515,0
24,110166,1
20,138087,0
60,37045,1
52,50979,1
39,77294,0
18,122623,1
76,91642,0
48,73149,1
50,71207,1
67,40388,0
62,45366,1
48,93934,1
35,140983,1
45,113872,1
33,38237,1
38,81197,0
73,121050,1
63,124000,0
74,58865,1
76,96827,0
66,111116,1
40,50922,1
63,72876,0
54,57179,0
72,128532,0
35,37751,0
33,90581,1
50,52951,0
79,48228,0
33,103560,0
61,117586,1
72,122463,0
62,53899,1
31,31487,1
61,114296,0
80,107273,1
23,119874,1
24,97087,0
72,98805,0
56,88541,1
61,113135,1
26,143992,0
28,137556,0
75,31955,0
72,47576,0
38,114667,1
26,89824,0
53,48629,1
66,98741,0
23,125848,1
70,138094,0
70,132647,1
43,85187,1
24,108194,1
38,77456,1
60,146693,1
78,52952,0
72,33613,1
27,144067,1
44,79849,1
72,137513,1
35,121026,0
68,100048,1
77,122216,1
52,58078,1
20,59673,0
34,90804,0
36,49118,0
57,99589,0
22,90229,0
25,48322,0
28,88306,1
79,132539,0
74,96410,1
72,60011,1
64,133964,0
31,67618,1
68,36178,0
70,146724,0
30,148345,0
33,115348,1
47,95141,1
23,100650,1
48,91171,1
77,134787,1
25,93818,1
61,102785,0
68,44458,0
73,104687,0
39,112398,0
70,49431,1
40,74908,1
60,135959,1
65,82896,1
50,139403,0
69,41653,0
46,83650,1
76,133667,0
32,100981,0
23,38810,1
27,45751,1
60,136086,0
46,34910,0
48,33704,0
24,45072,0
33,58860,1
76,53130,1
71,134099,1
51,140264,1
19,132760,1
22,133584,1
30,113559,0
40,143809,1
57,115437,1
21,139984,0
54,60229,0
69,113711,1
42,118697,0
56,40220,1
69,112778,0
46,71747,0
19,98336,1
49,93846,0
70,53459,1
26,75410,1
73,136623,1
40,59840,1
79,147283,0
29,55569,1
70,119383,0
19,63524,1
29,44346,1
32,100281,1
54,55034,0
54,120602,0
30,91727,1
39,107189,1
75,78870,1
77,33147,0
60,35026,1
45,100453,0
34,81204,0
39,42439,0
57,54026,1
68,90484,0
31,83907,1
37,78402,0
68,76126,1
47,135849,0
71,31972,1
23,48914,1
77,30078,0
42,50622,1
74,99699,1
36,74356,1
44,95123,0
46,57620,1
23,102943,1
35,139217,0
27,47229,0
37,38891,1
80,33951,1
66,45980,0
52,127462,1
29,104484,0
37,101418,1
47,114405,0
65,65691,0
40,120066,1
76,135754,0
22,120532,1
43,137055,1
24,136966,0
80,39298,0
28,94957,0
52,135467,0
41,85266,0
38,133889,0
71,140666,1
55,87846,0
57,51254,0
70,117487,0
24,93326,0
19,92548,0
40,79588,1
37,109814,0
37,56859,0
66,101548,1
43,56402,0
75,111319,0
57,83212,0
72,108599,0
23,95993,0
58,87016,0
57,67370,0
74,68180,1
37,91937,0
58,71075,0
41,101441,1
40,110460,1
44,142842,1
54,82571,1
28,94318,0
27,88172,0
31,74655,0
29,144002,0
23,77192,1
51,76701,1
63,116362,0
19,31926,0
72,31333,1
66,112590,1
19,47443,0
46,74605,0
19,30075,1
32,44594,0
32,85822,0
29,45102,1
57,87290,1
53,100706,0
47,148271,1
74,42094,1
55,38200,0
69,66077,0
55,111194,0
55,95838,0
45,124506,0
56,79121,1
31,125707,1
59,145342,0
50,130431,0
60,63839,0
39,71069,0
31,143041,0
50,148976,0
49,147337,0
28,85054,0
37,125765,1
71,107043,1
71,129646,0
59,117432,0
79,91024,0
60,68081,0
38,57595,1
66,135556,1
28,135276,0
29,140646,1
39,51219,0
75,133020,0
78,100355,1
79,32458,0
50,72586,0
30,94786,0
44,45690,0
62,61188,1
28,111093,1
64,78302,1
69,37814,1
40,116290,1
19,33300,1
44,37606,0
76,112136,0
27,85582,1
55,92995,1
45,59035,0
67,84405,1
54,105869,1
30,106454,1
32,139234,0
49,67034,0
63,70286,0
45,49533,1
45,134734,1
41,112637,1
64,149726,1
58,67511,1
80,52745,0
79,66414,1
75,116407,1
50,137217,0
54,93551,1
25,113023,0
21,53990,1
58,30205,0
34,81369,1
18,90990,1
34,132986,0
41,34253,1
39,117931,0
69,98678,0
45,43478,0
69,68779,0
65,61043,1
67,49019,0
80,104382,0
63,72576,1
79,30647,0
62,61105,0
68,101490,1
33,142434,0
44,102420,1
20,144536,1
20,70036,1
28,87550,0
29,36022,0
20,84561,0
76,40597,0
73,98460,0
45,70127,0
69,32760,1
33,147714,0
31,30470,1
67,127917,0
52,119405,1
62,74847,0
32,59558,1
76,62722,0
61,93374,1
38,49449,0
71,144071,1
39,138239,1
66,120074,1
53,142608,0
68,121408,0
78,123432,1
80,56255,0
44,145254,0
70,56813,0
21,98376,0
41,30965,1
73,52108,1
72,95149,1
60,60750,1
56,85886,0
64,70274,0
69,50390,1
52,106362,0
34,78049,0
73,38046,1
50,97965,1
79,93401,0
47,105328,1
35,81632,0
65,113007,0
58,108709,1
71,103464,1
77,38758,0
79,131310,0
60,65687,1
43,30704,0
48,147179,0
77,34974,0
58,102409,1
58,132570,1
44,46455,0
53,55260,1
61,39128,1
72,49881,1
65,99212,0
35,54935,0
23,105137,0
22,43247,0
30,43183,0
23,87101,0
50,61253,1
40,145730,1
54,117620,1
19,85555,1
64,116955,0
20,136044,0
54,83905,0
67,73997,1
21,137393,0
63,100467,0
63,90973,1
78,79418,0
73,83980,1
45,85989,1
41,105643,0
46,83533,1
55,96065,1
37,44626,0
27,100876,0
40,124031,0
23,53725,1
22,88439,0
41,118546,1
48,127254,1
71,64065,1
46,124687,1
56,131694,0
64,120012,0
78,50247,0
24,47479,0
55,39653,0
71,53585,0
26,111610,0
79,96066,0
65,66286,0
74,92094,1
61,42841,1
51,95678,0
27,133776,0
77,46727,1
31,114035,0
24,76445,0
58,131508,1
46,95967,1
24,149011,1
56,43254,0
66,66828,0
61,149395,1
60,106419,1
26,100191,0
21,65339,0
18,38953,1
53,101189,0
62,30242,1
51,127522,1
36,142911,1
65,90911,1
44,33817,0
43,124795,0
58,42572,1
57,65017,0
74,30790,0
73,114920,0
32,71558,1
58,100771,0
44,78008,0
50,94268,1
75,142085,0
33,70138,1
49,98388,1
65,67750,0
18,147121,0
29,136831,1
63,48137,1
52,46265,1
80,84079,0
50,127093,0
32,131528,0
72,81265,0
76,74847,1
43,130203,1
52,52763,1
50,138761,1
52,32734,1
62,105781,0
71,74541,0
63,119632,1
29,69494,0
56,45129,0
29,66685,0
18,117460,1
76,121711,1
31,104329,0
53,116047,1
29,85667,0
29,46568,1
31,53680,0
27,106898,0
60,110947,0
79,60401,0
36,79034,1
68,104049,1
33,49359,1
55,119202,0
74,135916,1
52,107354,1
53,68503,1
66,114250,1
66,100588,0
40,115571,1
59,104487,0
67,107755,1
28,74471,0
67,56316,0
72,46691,0
29,37951,0
31,57188,0
60,39680,1
24,85120,0
49,119347,1
78,56233,0
29,105106,1
65,109387,0
26,135691,0
40,37238,0
28,97403,1
26,144886,1
78,89267,1
42,111517,1
24,77294,1
21,121732,1
65,40065,0
61,37861,0
70,118933,1
75,149293,1
68,34059,0
53,105403,0
24,43465,0
42,101669,1
49,128192,0
56,62445,0
60,112037,0
78,124126,1
54,63389,1
66,105315,1
51,100274,0
23,133621,0
37,134124,0
62,109822,0
21,69083,0
80,137542,1
74,107191,1
41,127016,1
29,102852,1
27,147319,0
22,122471,1
70,82333,0
39,30849,0
30,52076,0
52,100661,1
71,68549,1
72,49935,1
27,110019,1
46,46861,0
60,104832,1
20,147052,0
35,108814,1
38,41225,1
79,43859,0
37,45166,1
49,43961,0
61,93246,0
80,43087,0
67,114108,0
62,147933,1
50,63551,1
44,103234,0
64,127319,0
30,38015,1
69,101268,0
67,76017,0
55,33361,0
40,55835,1
51,80907,0
70,69407,0
22,76523,0
19,108488,1
51,133019,1
26,134198,1
26,126026,1
20,41318,0
76,93652,0
25,109597,0
47,94908,1
55,90315,1
30,139947,1
29,36569,0
32,60464,1
75,133915,0
67,118711,1
51,97335,0
38,124795,0
37,36787,0
39,69321,0
63,114205,1
64,144243,0
68,122958,1
26,72592,1
60,90685,0
